pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr3_id,ra,dec,sy_dist,sy_snum,sy_pnum,cb_flag,st_teff,st_mass,st_rad,st_lum,pl_rade,pl_bmasse,pl_bmassprov,pl_dens,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,discoverymethod,disc_year,disc_facility,pl_controv_flag
"HD 108863 b","HD 108863","b","HD 108863","HIP 61020","TIC 371621400","Gaia DR3 3952692457305436800",187.5826081,21.9480993,164.74200000,1,1,0,4878.00,1.590000,5.740000,1.22531,13.30000000,767.24162000,"Msini",1.790000,490.51,9.6419,437.70000000000,1.3200000000,0.032000,,"Radial Velocity",2011,"W. M. Keck Observatory",0
"HD 108874 b","HD 108874","b","HD 108874","HIP 61028","TIC 371621238","Gaia DR3 3958951942642583936",187.6126029,22.8794399,59.51750000,1,2,0,5600.00,1.100000,1.050000,-0.00072,13.60000000,451.31860000,"Msini",0.986000,271.33,0.9230,394.48123000000,1.0400000000,0.130000,,"Radial Velocity",2002,"W. M. Keck Observatory",0
"HD 108874 c","HD 108874","c","HD 108874","HIP 61028","TIC 371621238","Gaia DR3 3958951942642583936",187.6126029,22.8794399,59.51750000,1,2,0,5551.00,0.950000,1.050000,-0.00072,13.80000000,314.64000000,"Msini",0.658000,168.21,0.1412,1624.00000000000,2.6590000000,0.239000,,"Radial Velocity",2005,"W. M. Keck Observatory",0
"HD 109246 b","HD 109246","b","HD 109246","HIP 61177","TIC 154549250","Gaia DR3 1692267077979468544",188.0271840,74.4893379,67.83490000,1,1,0,5844.00,1.200000,1.070000,0.10028,13.90000000,273.33380000,"Msini",0.559000,507.43,11.5680,68.27000000000,0.3300000000,0.120000,,"Radial Velocity",2010,"Haute-Provence Observatory",0
"HD 109271 b","HD 109271","b","HD 109271","HIP 61300","TIC 429301734","Gaia DR3 3578137842709899648",188.3973970,-11.6215204,55.87160000,1,2,0,5783.00,1.047000,1.294595,0.30100,4.31000000,17.16200000,"Msini",1.180000,1128.86,320.4393,7.85430000000,0.0790000000,0.250000,,"Radial Velocity",2013,"La Silla Observatory",0
"HD 109271 c","HD 109271","c","HD 109271","HIP 61300","TIC 429301734","Gaia DR3 3578137842709899648",188.3973970,-11.6215204,55.87160000,1,2,0,5783.00,1.047000,1.294595,0.30100,5.27000000,24.15400000,"Msini",0.907000,716.68,52.0580,30.93000000000,0.1960000000,0.150000,,"Radial Velocity",2013,"La Silla Observatory",0
"HD 109286 b","HD 109286","b","HD 109286","HIP 61298","TIC 399087153","Gaia DR3 3902370696320119296",188.3958418,7.2809064,55.41560000,1,1,0,5694.00,0.980000,1.089000,-0.08393,13.20000000,950.30693693,"Msini",2.270000,259.40,0.7090,520.10000000000,1.2590000000,0.338000,,"Radial Velocity",2021,"Haute-Provence Observatory",0
"HD 109749 b","HD 109749","b","HD 109749","HIP 61595 A","TIC 144289338","Gaia DR3 6147000074988843264",189.3173489,-40.8121458,63.08210000,2,1,0,5824.00,1.130000,1.220000,0.19000,11.10000000,85.81410000,"Msini",0.345000,1250.83,409.4961,5.23989100000,0.0615000000,0.000000,,"Radial Velocity",2005,"W. M. Keck Observatory",0
"HD 10975 b","HD 10975","b","HD 10975",,"TIC 28763463","Gaia DR3 343449606741529728",27.1628025,37.9527542,116.50600000,1,1,0,4840.00,1.410000,11.160000,1.78986,14.30000000,143.02278315,"Msini",0.269000,799.92,68.2992,283.80000000000,0.9500000000,0.442000,,"Radial Velocity",2021,"Okayama Astrophysical Observatory",0
"HD 109833 b","HD 109833","b","HD 109833","HIP 61723","TIC 360630575","Gaia DR3 5838450865699668736",189.7758591,-74.5740205,79.55610000,1,2,0,5881.00,1.080000,1.000000,0.07188,2.88800000,8.69000000,"M-R relationship",1.980000,786.00,63.4589,9.18852600000,,0.180000,88.13000,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",0
"HD 109833 c","HD 109833","c","HD 109833","HIP 61723","TIC 360630575","Gaia DR3 5838450865699668736",189.7758591,-74.5740205,79.55610000,1,2,0,5881.00,1.080000,1.000000,0.07188,2.59000000,7.22000000,"M-R relationship",2.280000,756.70,77.4842,13.90014800000,,0.300000,88.24000,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",0
"HD 109988 b","HD 109988","b","HD 109988",,"TIC 389315309","Gaia DR3 6160221740968692992",189.8154662,-32.7263607,42.52790000,1,1,0,5185.97,0.880000,0.869694,-0.30725,12.10000000,6935.33366915,"Mass",21.500000,65.91,0.0031,17132.15854000000,12.5180000000,0.056000,33.99200,"Radial Velocity",2022,"Multiple Observatories",0
"HD 110014 b","HD 110014","b","HD 110014","HIP 61740","TIC 32448045","Gaia DR3 3676091134604409728",189.8111935,-7.9956702,100.75800000,1,1,0,4445.00,2.170000,20.900000,2.30408,12.40000000,3524.59000000,"Msini",10.200000,669.84,43.9799,835.47700000000,2.1400000000,0.462000,,"Radial Velocity",2009,"La Silla Observatory",0
"HD 110067 b","HD 110067","b","HD 110067",,"TIC 347332255","Gaia DR3 3948424496764080640",189.8392243,20.0273377,32.15850000,3,6,0,5266.00,0.798000,0.788000,-0.36224,2.20000000,5.69000000,"Mass",2.940000,800.00,69.0579,9.11367800000,0.0793000000,,89.06100,"Transit",2023,"Multiple Observatories",0
"HD 110067 c","HD 110067","c","HD 110067",,"TIC 347332255","Gaia DR3 3948424496764080640",189.8392243,20.0273377,32.15850000,3,6,0,5266.00,0.798000,0.788000,-0.36224,2.38800000,6.30000000,"Mass",,699.00,40.2280,13.67369400000,0.1039000000,,89.68700,"Transit",2023,"Multiple Observatories",0
"HD 110067 d","HD 110067","d","HD 110067",,"TIC 347332255","Gaia DR3 3948424496764080640",189.8392243,20.0273377,32.15850000,3,6,0,5266.00,0.798000,0.788000,-0.36224,2.85200000,8.52000000,"Mass",2.020000,602.00,23.4102,20.51961700000,0.1362000000,,89.24800,"Transit",2023,"Multiple Observatories",0
"HD 110067 e","HD 110067","e","HD 110067",,"TIC 347332255","Gaia DR3 3948424496764080640",189.8392243,20.0273377,32.15850000,3,6,0,5266.00,0.798000,0.788000,-0.36224,1.94000000,3.90000000,"Mass",,533.00,13.6296,30.79309100000,0.1785000000,,89.86700,"Transit",2023,"Multiple Observatories",0
"HD 110067 f","HD 110067","f","HD 110067",,"TIC 347332255","Gaia DR3 3948424496764080640",189.8392243,20.0273377,32.15850000,3,6,0,5266.00,0.798000,0.788000,-0.36224,2.60100000,5.04000000,"Mass",1.570000,489.00,9.2821,41.05854000000,0.2163000000,,89.67300,"Transit",2023,"Multiple Observatories",0
"HD 110067 g","HD 110067","g","HD 110067",,"TIC 347332255","Gaia DR3 3948424496764080640",189.8392243,20.0273377,32.15850000,3,6,0,5266.00,0.798000,0.788000,-0.36224,2.60700000,8.40000000,"Mass",,440.00,6.3216,54.76992000000,0.2621000000,,89.72900,"Transit",2023,"Multiple Observatories",0
"HD 110082 b","HD 110082","b","HD 110082","HIP 62662","TIC 383390264","Gaia DR3 5765748511163751936",192.5892855,-88.1211107,105.09600000,2,1,0,6200.00,1.210000,1.190000,0.28103,3.20000000,10.30000000,"M-R relationship",1.730000,957.20,198.3948,10.18271000000,0.1130000000,0.200000,88.20000,"Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",0
"HD 110113 b","HD 110113","b","HD 110113","HIP 61820","TIC 73228647","Gaia DR3 6133384959942131968",190.0365636,-44.3120777,106.30700000,1,2,0,5732.00,0.997000,0.968000,-0.03235,2.05000000,4.55000000,"Mass",2.900000,1371.00,735.4900,2.54100000000,0.0350000000,0.093000,87.69000,"Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",0
"HD 110113 c","HD 110113","c","HD 110113","HIP 61820","TIC 73228647","Gaia DR3 6133384959942131968",190.0365636,-44.3120777,106.30700000,1,2,0,5732.00,0.997000,0.968000,-0.03235,2.11384817,10.50000000,"Msini",6.110000,990.00,199.9000,6.74400000000,0.0680000000,0.045000,,"Radial Velocity",2021,"La Silla Observatory",0
"HD 110537 b","HD 110537","b","HD 110537","HIP 62039","TIC 51739133","Gaia DR3 3681795018676501120",190.7462412,-4.0501059,45.08580000,1,1,0,5718.00,1.020000,1.166260,0.11726,11.90000000,8612.83200129,"Mass",28.100000,72.83,0.0047,24469.67342000000,16.7140000000,0.401000,51.89100,"Radial Velocity",2022,"Multiple Observatories",0
"HD 11112 b","HD 11112","b","HD 11112",,"TIC 115319029","Gaia DR3 4959271163279358208",27.0881399,-41.4944106,44.38040000,1,1,0,5905.64,1.070000,1.473680,0.37657,12.60000000,2598.56505563,"Mass",7.140000,94.51,0.0133,17244.90764000000,13.3800000000,0.285000,144.87600,"Radial Velocity",2022,"Multiple Observatories",0
"HD 111232 b","HD 111232","b","HD 111232","HIP 62534","TIC 329649885","Gaia DR3 5855730584310531200",192.2159553,-68.4246679,28.95710000,1,2,0,5512.00,0.960000,0.900000,-0.16100,12.60000000,2531.50326176,"Mass",6.950000,172.05,0.1496,1169.13202000000,2.1480000000,0.214000,93.52100,"Radial Velocity",2003,"La Silla Observatory",0
"HD 111232 c","HD 111232","c","HD 111232","HIP 62534","TIC 329649885","Gaia DR3 5855730584310531200",192.2159553,-68.4246679,28.95710000,1,2,0,5512.00,0.960000,0.900000,-0.16100,12.20000000,5740.93451564,"Mass",17.400000,60.71,0.0023,26472.44623000000,17.2500000000,0.558000,87.90200,"Radial Velocity",2022,"Multiple Observatories",0
"HD 111591 b","HD 111591","b","HD 111591","HIP 62653","TIC 954124944","Gaia DR3 3955257343054729984",192.5725483,22.8631285,114.16600000,1,1,0,4884.00,1.940000,8.030000,1.58058,12.90000000,1398.45200000,"Msini",3.580000,422.08,6.0912,1056.40000000000,2.5000000000,0.260000,,"Radial Velocity",2017,"Multiple Observatories",0
"HD 111998 b","HD 111998","b","HD 111998","HIP 62875","TIC 53304943","Gaia DR3 3679242575447826432",193.2953521,-3.5531133,33.22370000,1,1,0,6557.00,1.400000,1.450000,0.51231,12.90000000,1525.57635360,"Mass",3.910000,275.49,0.8918,810.00000000000,1.9100000000,0.130000,90.00000,"Radial Velocity",2016,"La Silla Observatory",0
"HD 112300 b","HD 112300","b","HD 112300","HIP 63090","TIC 411188061","Gaia DR3 3704342295607157120",193.8988441,3.3972376,62.07324000,1,1,0,3657.00,1.400000,65.800000,2.70121,12.20000000,5031.22368281,"Msini",15.200000,1240.35,284.1257,466.63000000000,1.3300000000,0.360000,,"Radial Velocity",2023,"Bohyunsan Optical Astronomical Observatory",0
"HD 112570 b","HD 112570","b","HD 112570","HIP 63211","TIC 137004295","Gaia DR3 1530780980576364032",194.2824262,46.1765638,101.16600000,1,1,0,4750.00,1.150000,9.850000,1.64660,13.10000000,1086.97315194,"Mass",2.660000,364.01,2.9139,2615.00000000000,3.9000000000,0.200000,54.00000,"Radial Velocity",2023,"Multiple Observatories",0
"HD 112640 b","HD 112640","b","HD 112640","HIP 63203","TIC 459217467","Gaia DR3 1679187115856566528",194.2415171,67.2429122,323.33500000,1,1,0,4155.00,1.800000,39.000000,2.45255,12.90000000,1589.15000000,"Msini",4.070000,959.65,98.0969,613.20000000000,1.7000000000,0.240000,,"Radial Velocity",2020,"Bohyunsan Optical Astronomical Observatory",0
"HD 113337 b","HD 113337","b","HD 113337","HIP 63584","TIC 142350121","Gaia DR3 1676282377934772608",195.4438496,63.6103280,36.18000000,3,2,0,6774.00,1.410000,1.500000,0.63246,13.10000000,1035.80277841,"Msini",2.530000,395.73,4.1073,317.58639000000,1.0220000000,0.280000,,"Radial Velocity",2013,"Haute-Provence Observatory",0
"HD 113337 c","HD 113337","c","HD 113337","HIP 63584","TIC 142350121","Gaia DR3 1676282377934772608",195.4438496,63.6103280,36.18000000,3,2,0,6774.00,1.410000,1.500000,0.63246,12.10000000,6299.67685515,"Mass",19.500000,153.36,0.0926,5429.93477000000,6.8050000000,0.164000,57.47800,"Radial Velocity",2020,"Haute-Provence Observatory",0
"HD 11343 c","HIP 8541","c","HD 11343","HIP 8541","TIC 231019255","Gaia DR3 4912062772547406976",27.5271962,-54.4651633,155.12100000,2,2,0,4672.00,2.009000,6.840000,1.31000,13.90000000,255.53403923,"Msini",0.523000,613.29,23.9661,228.53731000000,0.9230000000,0.169000,,"Radial Velocity",2022,"Multiple Observatories",0
"HD 113538 b","HD 113538","b","HD 113538","HIP 63833","TIC 422214062","Gaia DR3 6080301367488384896",196.2339330,-52.4463502,16.28170000,1,2,0,4462.00,0.585000,0.530000,-1.04576,13.20000000,114.41000000,"Msini",0.273000,140.67,0.0585,663.20000000000,1.2400000000,0.140000,,"Radial Velocity",2010,"La Silla Observatory",0
"HD 113538 c","HD 113538","c","HD 113538","HIP 63833","TIC 422214062","Gaia DR3 6080301367488384896",196.2339330,-52.4463502,16.28170000,1,2,0,4462.00,0.585000,0.530000,-1.04576,13.80000000,295.57000000,"Msini",0.618000,100.28,0.0151,1818.00000000000,2.4400000000,0.200000,,"Radial Velocity",2010,"La Silla Observatory",0
"HD 113996 b","HD 113996","b","HD 113996","HIP 64022","TIC 328997091","Gaia DR3 1460876573902483328",196.7948740,27.6244384,116.33400000,2,1,0,4181.00,1.490000,25.110000,2.46389,12.70000000,2002.32900000,"Msini",5.370000,798.69,113.6719,610.20000000000,1.6000000000,0.280000,,"Radial Velocity",2017,"Bohyunsan Optical Astronomical Observatory",0
"HD 114082 b","HD 114082","b","HD 114082","HIP 64184","TIC 441546821","Gaia DR3 6055854551117476480",197.3171237,-60.3084347,95.39060000,1,1,0,6651.00,1.470000,1.490000,0.58320,11.20898070,2542.62725600,"Mass",9.920000,547.70,14.6733,109.75000000000,0.5109000000,0.395000,90.00000,"Radial Velocity",2022,"La Silla Observatory",0
"HD 114386 b","HD 114386","b","HD 114386","HIP 64295","TIC 124306858","Gaia DR3 6166971574132849792",197.6652124,-35.0561807,27.92430000,1,2,0,4836.00,0.600000,0.760000,-0.54000,13.60000000,464.02947422,"Mass",1.010000,154.56,0.0964,937.70001000000,1.7300000000,0.230000,57.00000,"Radial Velocity",2003,"La Silla Observatory",0
"HD 114386 c","HD 114386","c","HD 114386","HIP 64295","TIC 124306858","Gaia DR3 6166971574132849792",197.6652124,-35.0561807,27.92430000,1,2,0,4895.00,0.800000,0.760000,-0.54000,13.40000000,117.59651059,"Msini",0.269000,200.82,0.2616,444.00000000000,1.0500000000,0.100000,,"Radial Velocity",2026,"Las Campanas Observatory",0
"HD 114729 b","HD 114729","b","HD 114729","HIP 64459","TIC 124401411","Gaia DR3 6180035765135232128",198.1833997,-31.8746756,37.80630000,2,1,0,5844.00,0.936000,1.473000,0.42095,13.90000000,262.20975000,"Msini",0.537000,237.89,0.6170,1121.79000000000,2.0670000000,0.079000,,"Radial Velocity",2002,"W. M. Keck Observatory",0
"HD 114783 b","HD 114783","b","HD 114783","HIP 64457","TIC 292113181","Gaia DR3 3684934540986187776",198.1818436,-2.2649921,21.06280000,1,2,0,5135.00,0.853000,0.840622,-0.37250,13.70000000,349.60000000,"Msini",0.747000,210.79,0.3152,493.70000000000,1.1600000000,0.144000,110.00000,"Radial Velocity",2001,"W. M. Keck Observatory",0
"HD 114783 c","HD 114783","c","HD 114783","HIP 64457","TIC 292113181","Gaia DR3 3684934540986187776",198.1818436,-2.2649921,21.06280000,1,2,0,5135.00,0.900000,0.840622,-0.37250,13.40000000,603.87397330,"Mass",1.380000,101.53,0.0170,4352.00000000000,5.0000000000,0.050000,159.00000,"Radial Velocity",2016,"W. M. Keck Observatory",0
"HD 11505 b","HD 11505","b","HD 11505",,"TIC 328159699","Gaia DR3 2505825177666430592",28.2750265,-1.3284416,38.96790000,1,1,0,5757.15,1.030000,1.195680,0.15075,12.60000000,2510.52658689,"Mass",6.900000,67.46,0.0035,32669.22247000000,20.2470000000,0.144000,87.50500,"Radial Velocity",2022,"Multiple Observatories",0
"HD 11506 b","HD 11506","b","HD 11506","HIP 8770","TIC 266680498","Gaia DR3 5137855525488932864",28.2106607,-19.5073960,51.26100000,1,3,0,6123.00,1.220000,1.240000,0.33685,12.90000000,1551.00262616,"Mass",3.970000,193.57,0.2609,1617.70000000000,2.8850000000,0.379000,112.59800,"Radial Velocity",2007,"W. M. Keck Observatory",0
"HD 11506 c","HD 11506","c","HD 11506","HIP 8770","TIC 266680498","Gaia DR3 5137855525488932864",28.2106607,-19.5073960,51.26100000,1,3,0,6123.00,1.220000,1.240000,0.33685,14.00000000,127.13136280,"Msini",0.255000,374.44,3.6537,223.92000000000,0.7710000000,0.228000,,"Radial Velocity",2008,"W. M. Keck Observatory",0
"HD 11506 d","HD 11506","d","HD 11506","HIP 8770","TIC 266680498","Gaia DR3 5137855525488932864",28.2106607,-19.5073960,51.26100000,1,3,0,6123.00,1.220000,1.240000,0.33685,12.30000000,4068.20360960,"Mass",12.000000,77.07,0.0066,26500.00000000000,18.2000000000,0.290000,90.00000,"Radial Velocity",2022,"Multiple Observatories",0
"HD 115404 A b","HD 115404 A","b","HD 115404 A","HIP 64797 A","TIC 373765355","Gaia DR3 3936909723803146368",199.2155793,17.0160384,10.98160000,1,2,0,5019.17,0.830000,0.727007,-0.51970,6.09000000,30.82935548,"Msini",0.750000,695.65,39.0242,10.49488000000,0.0880000000,0.232000,,"Radial Velocity",2022,"Multiple Observatories",0
"HD 115404 A c","HD 115404 A","c","HD 115404 A","HIP 64797 A","TIC 373765355","Gaia DR3 3936909723803146368",199.2155793,17.0160384,10.98160000,1,2,0,5019.17,0.830000,0.727007,-0.51970,12.50000000,3279.67133183,"Mass",9.230000,61.22,0.0023,15319.22517000000,11.3640000000,0.211000,25.79100,"Radial Velocity",2022,"Multiple Observatories",0
"HD 115954 b","HD 115954","b","HD 115954","HIP 65042","TIC 180655149","Gaia DR3 1476407794120339328",199.9853694,38.3691383,87.64370000,1,1,0,5957.00,1.180000,1.213000,0.48090,12.60000000,2685.65003915,"Mass",7.380000,144.90,0.0640,3700.00000000000,5.0000000000,0.487000,79.00000,"Radial Velocity",2021,"Haute-Provence Observatory",0
"HD 116029 b","HD 116029","b","HD 116029","HIP 65117","TIC 305837711","Gaia DR3 1446584503287858560",200.1646905,24.6484725,123.24500000,2,2,0,4819.00,0.830000,4.890000,1.05308,13.60000000,444.96200000,"Msini",0.972000,400.04,4.1506,670.00000000000,1.6500000000,0.000000,,"Radial Velocity",2011,"W. M. Keck Observatory",0
"HD 116029 c","HD 116029","c","HD 116029","HIP 65117","TIC 305837711","Gaia DR3 1446584503287858560",200.1646905,24.6484725,123.24500000,2,2,0,4951.00,1.330000,4.600000,1.05308,13.70000000,403.64410000,"Msini",0.863000,,,907.00000000000,,0.038000,,"Radial Velocity",2016,"W. M. Keck Observatory",0
"HD 117207 b","HD 117207","b","HD 117207","HIP 65808","TIC 405501056","Gaia DR3 6166183842771027328",202.3368806,-35.5713041,32.35470000,1,1,0,5732.00,1.053000,1.074000,0.06566,13.40000000,669.34662514,"Mass",1.530000,147.20,0.0811,2621.75000000000,3.7870000000,0.157000,76.60000,"Radial Velocity",2004,"W. M. Keck Observatory",0
"HD 11755 b","HD 11755","b","HD 11755","HIP 9242","TIC 137121812","Gaia DR3 558504529130235136",29.7078360,73.1521372,235.04500000,1,1,0,4312.00,0.720000,20.580000,2.16933,12.80000000,1789.38290000,"Msini",4.690000,903.49,124.3021,433.70001000000,1.0900000000,0.190000,,"Radial Velocity",2015,"Bohyunsan Optical Astronomical Observatory",0
"HD 117618 b","HD 117618","b","HD 117618","HIP 66047","TIC 243194645","Gaia DR3 6083860761505899904",203.1066418,-47.2719049,37.77810000,1,1,0,5990.00,1.077000,1.200000,0.21304,8.59000000,55.30242000,"Msini",0.479000,745.79,50.4075,25.80000000000,0.1800000000,0.150000,,"Radial Velocity",2004,"Anglo-Australian Telescope",0
"HD 118203 b","HD 118203","b","HD 118203","HIP 66192","TIC 286923464","Gaia DR3 1560420854826284928",203.5099560,53.7281876,92.25890000,1,2,0,5742.00,1.270000,2.040000,0.64580,12.77823800,680.15279098,"Mass",1.790000,1361.00,593.4000,6.13497790000,0.0713000000,0.313600,88.48000,"Radial Velocity",2005,"Haute-Provence Observatory",0
"HD 118203 c","HD 118203","c","HD 118203","HIP 66192","TIC 286923464","Gaia DR3 1560420854826284928",203.5099560,53.7281876,92.25890000,1,2,0,5742.00,1.270000,2.040000,0.64580,12.40000000,3747.19691853,"Mass",10.800000,146.00,0.1122,5103.00000000000,6.2800000000,0.260000,93.70000,"Radial Velocity",2024,"Multiple Observatories",0
"HD 11964 b","HD 11964","b","HD 11964","HIP 9094","TIC 24978373","Gaia DR3 2462426800883134336",29.2884252,-10.2434693,33.53690000,2,2,0,5303.00,0.910000,2.009710,0.45905,14.10000000,198.00000000,"Msini",0.388000,203.93,0.2882,1945.00000000000,3.1600000000,0.041000,,"Radial Velocity",2005,"W. M. Keck Observatory",0
"HD 11964 c","HD 11964","c","HD 11964","HIP 9094","TIC 24978373","Gaia DR3 2462426800883134336",29.2884252,-10.2434693,33.53690000,2,2,0,5303.00,0.910000,2.009710,0.45905,5.38000000,25.00000000,"Msini",0.882000,757.54,54.8750,37.91000000000,0.2290000000,0.300000,,"Radial Velocity",2008,"W. M. Keck Observatory",0
"HD 11977 b","HD 11977","b","HD 11977","HIP 8928","TIC 232074535","Gaia DR3 4697508196671120000",28.7347403,-67.6469871,67.93310000,1,1,0,4970.00,1.910000,10.090000,1.83858,12.70000000,2080.00000000,"Msini",5.580000,547.97,18.5126,711.00000000000,1.9300000000,0.400000,,"Radial Velocity",2005,"La Silla Observatory",0
"HD 120084 b","HD 120084","b","HD 120084","HIP 66903","TIC 284181945","Gaia DR3 1715055487257379968",205.6619890,78.0646376,103.04400000,1,1,0,4879.00,2.160000,10.370000,1.73783,12.70000000,2034.10180480,"Mass",5.460000,369.24,3.0851,2142.00000000000,4.2100000000,0.483000,38.00000,"Radial Velocity",2013,"Okayama Astrophysical Observatory",0
"HD 121504 b","HD 121504","b","HD 121504","HIP 68162","TIC 208844024","Gaia DR3 5872266689455300608",209.3199062,-56.0404085,41.65920000,1,1,0,6027.00,1.620000,1.070000,0.19000,13.60000000,479.92330000,"Msini",1.050000,523.32,14.2224,63.33000000000,0.3300000000,0.030000,,"Radial Velocity",2003,"La Silla Observatory",0
"HD 12235 b","HD 12235","b","HD 12235",,"TIC 422679659","Gaia DR3 2511794495013074048",30.0391601,3.0959098,31.76270000,1,2,0,5986.00,1.100000,1.801850,0.57468,3.23000000,10.48833743,"Msini",1.710000,1667.37,1287.9273,4.36305000000,0.0540000000,0.376000,,"Radial Velocity",2022,"Multiple Observatories",0
"HD 12235 c","HD 12235","c","HD 12235",,"TIC 422679659","Gaia DR3 2511794495013074048",30.0391601,3.0959098,31.76270000,1,2,0,5986.00,1.100000,1.801850,0.57468,12.50000000,3135.69506346,"Mass",8.820000,82.22,0.0076,36336.70679000000,22.2100000000,0.174000,47.73800,"Radial Velocity",2022,"Multiple Observatories",0
"HD 122562 c","HD 122562","c","HD 122562",,"TIC 233435627","Gaia DR3 1247279294695975168",210.5886904,20.8810286,53.25280000,1,1,0,4956.00,1.241000,2.166270,0.40700,10.10000000,73.10053361,"Msini",0.390000,552.02,15.4863,84.96276000000,0.4060000000,0.228000,,"Radial Velocity",2022,"Multiple Observatories",0
"HD 124330 b","HD 124330","b","HD 124330",,"TIC 441692540","Gaia DR3 1609157502297291008",212.8207093,54.4089731,60.19770000,1,1,0,5873.00,1.150000,1.304460,0.33766,14.00000000,238.37130525,"Msini",0.477000,348.79,2.9422,270.66000000000,0.8600000000,0.340000,0.80840,"Radial Velocity",2021,"Haute-Provence Observatory",0
"HD 12484 b","HD 12484","b","HD 12484","HIP 9519","TIC 419940916","Gaia DR3 2517585931994600448",30.6115322,2.8158078,48.33670000,1,1,0,5920.00,1.010000,1.001848,0.02217,13.20000000,947.13340000,"Msini",2.260000,524.30,11.9305,58.83000000000,0.2970000000,0.070000,,"Radial Velocity",2016,"Haute-Provence Observatory",0
"HD 125136 b","HD 125136","b","HD 125136","HIP 70175","TIC 401505871","Gaia DR3 5797485811232714112",215.3703435,-72.3175327,121.25700000,1,1,0,4959.00,1.550000,5.390000,1.19866,13.30000000,718.29219982,"Msini",1.680000,,,849.77000000000,,0.050000,,"Radial Velocity",2026,"La Silla Observatory",0
"HD 125271 b","HD 125271","b","HD 125271",,"TIC 421255607","Gaia DR3 5772625505422769024",216.6474037,-81.4542756,39.34660000,1,1,0,4703.93,0.750000,0.751364,-0.60376,12.40000000,3465.60094993,"Mass",9.990000,59.78,0.0021,14901.99295000000,10.8170000000,0.165000,93.08800,"Radial Velocity",2022,"Multiple Observatories",0
"HD 125390 b","HD 125390","b","HD 125390","HIP 69888","TIC 27354139","Gaia DR3 1484890423248544256",214.5387463,38.9669132,153.64700000,1,1,0,4882.00,1.820000,6.470000,1.12354,11.90000000,8646.20398403,"Mass",28.200000,320.26,1.0874,1757.39151000000,3.4960000000,0.597000,84.68500,"Radial Velocity",2019,"W. M. Keck Observatory",0
"HD 125595 b","HD 125595","b","HD 125595","HIP 70170","TIC 180030300","Gaia DR3 6104435819513399168",215.3434326,-40.3942443,28.19890000,1,1,0,4691.00,0.290000,0.740000,-0.61738,,3531.07360177,"Mass",,687.97,37.7085,9.67370000000,0.0800000000,0.000000,0.22430,"Radial Velocity",2011,"La Silla Observatory",0
"HD 125612 b","HD 125612","b","HD 125612","HIP 70123","TIC 347909637","Gaia DR3 6296703260330865536",215.2227183,-17.4818147,57.62070000,2,3,0,5900.00,1.050000,1.070000,0.06000,13.20000000,945.22168242,"Msini",2.260000,253.38,0.6309,557.69994000000,1.3490000000,0.446000,,"Radial Velocity",2007,"W. M. Keck Observatory",0
"HD 125612 c","HD 125612","c","HD 125612","HIP 70123","TIC 347909637","Gaia DR3 6296703260330865536",215.2227183,-17.4818147,57.62070000,2,3,0,5900.00,1.050000,1.070000,0.06000,4.07000000,15.57359194,"Msini",1.270000,1303.14,441.4278,4.15466000000,0.0510000000,0.149000,,"Radial Velocity",2009,"La Silla Observatory",0
"HD 125612 d","HD 125612","d","HD 125612","HIP 70123","TIC 347909637","Gaia DR3 6296703260330865536",215.2227183,-17.4818147,57.62070000,2,3,0,5900.00,1.050000,1.070000,0.06000,12.70000000,2281.37230545,"Mass",6.120000,147.48,0.0724,2822.72698000000,3.9820000000,0.115000,88.19500,"Radial Velocity",2009,"La Silla Observatory",0
"HD 126105 b","HD 126105","b","HD 126105","HIP 70382","TIC 422566985","Gaia DR3 6283801900128050560",216.0016789,-19.8010960,82.88110000,1,1,0,4875.00,1.200000,4.210000,0.95424,13.50000000,530.77343969,"Msini",1.190000,413.60,4.8659,524.00000000000,1.3600000000,0.103000,,"Radial Velocity",2026,"Multiple Facilities",0
"HD 12648 b","HD 12648","b","HD 12648","HIP 10800","TIC 397288169","Gaia DR3 574577774218025600",34.7480718,85.7365329,182.19200000,1,1,0,4835.00,0.670000,11.020000,1.75277,13.40000000,622.94680000,"Msini",1.420000,1053.23,194.0796,133.60001000000,0.5400000000,0.040000,,"Radial Velocity",2015,"Bohyunsan Optical Astronomical Observatory",0
"HD 126525 b","HD 126525","b","HD 126525","HIP 70695","TIC 333459486","Gaia DR3 5898641087150340224",216.8852514,-51.9329118,37.65060000,1,1,0,5638.00,0.897000,0.979000,-0.04030,10.30000000,75.32571000,"Msini",0.379000,198.47,0.2701,960.41000000000,1.8370000000,0.035000,,"Radial Velocity",2018,"La Silla Observatory",0
"HD 12661 b","HD 12661","b","HD 12661","HIP 9683","TIC 118268680","Gaia DR3 105332908999068032",31.1423525,25.4135632,37.84780000,1,2,0,5645.00,1.200000,1.200000,0.13270,13.30000000,772.32690000,"Msini",1.800000,325.35,1.9237,262.70862000000,0.8400000000,0.380000,86.00000,"Radial Velocity",2000,"Multiple Observatories",0
